Invoice/Item Number,Date,Store Number,Store Name,Address,City,County,Category,Category Name,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),year,month
INV-05864600092,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1062500.0,Flavored Rum,DIAGEO AMERICAS,43226,Captain Morgan Parrot Bay Passion Fruit,12,750,$7.49,$11.24,1,$11.24,0.75,2017,7
INV-05864600093,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1062500.0,Flavored Rum,DIAGEO AMERICAS,43287,Captain Morgan Parrot Bay Mango,12,750,$7.49,$11.24,1,$11.24,0.75,2017,7
INV-05864600094,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1062200.0,White Rum,DIAGEO AMERICAS,43328,Captain Morgan White,12,750,$8.26,$12.39,1,$148.68,0.75,2017,7
INV-05864600095,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1062200.0,White Rum,BACARDI USA INC,43387,Castillo Silver Rum,12,1000,$4.89,$7.34,1,$88.08,1.0,2017,7
INV-05864600096,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1062200.0,White Rum,SAZERAC NORTH AMERICA,44217,Barton Rum Light,12,1000,$4.00,$6.00,1,$72.00,1.0,2017,7
INV-05864600097,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1062500.0,Flavored Rum,Jim Beam Brands,44499,Cruzan Mango Rum,12,750,$6.83,$10.25,1,$123.00,0.75,2017,7
INV-05864600098,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1062200.0,White Rum,LUXCO INC,45277,Paramount White Rum,12,1000,$4.42,$6.63,3,$79.56,3.0,2017,7
INV-05864600099,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1062200.0,White Rum,Phillips Beverage,45419,Phillips White Rum,12,1000,$4.45,$6.68,3,$80.16,3.0,2017,7
INV-05864600100,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1052100.0,Imported Brandies,Jim Beam Brands,47776,Courvoisier Vsop Cognac,12,750,$20.99,$31.49,1,$31.49,0.75,2017,7
INV-05864600101,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1052100.0,Imported Brandies,MOET HENNESSY USA,48106,Hennessy Vs Cognac,12,750,$19.49,$29.24,1,$350.88,0.75,2017,7
INV-05864600102,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1052100.0,Imported Brandies,MOET HENNESSY USA,48164,Hennessy VSOP Privilege,12,750,$29.99,$44.99,1,$539.88,0.75,2017,7
INV-05864600103,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1051100.0,American Brandies,Heaven Hill Brands,52319,Christian Bros Brandy-Round,12,1000,$7.11,$10.67,1,$128.04,1.0,2017,7
INV-05864600104,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1070000.0,Cocktails / RTD,SAZERAC COMPANY  INC,59037,Desert Island Long Island Ice Tea Cocktail,12,1000,$3.86,$6.04,1,$78.48,1.0,2017,7
INV-05864600105,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1082000.0,Imported Cordials & Liqueurs,DISARONNO INTERNATIONAL,64136,Disaronno Amaretto,12,750,$13.86,$20.79,1,$249.48,0.75,2017,7
INV-05864600106,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1082000.0,Imported Cordials & Liqueurs,Skyy Spirits Inc,64147,Aperol,6,750,$12.75,$19.13,1,$114.78,0.75,2017,7
INV-05864600107,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1032200.0,Imported Flavored Vodka,DIAGEO AMERICAS,64573,Ciroc Pineapple,12,750,$18.49,$27.74,1,$332.88,0.75,2017,7
INV-05864600108,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1082000.0,Imported Cordials & Liqueurs,SAZERAC NORTH AMERICA,64601,Caravella Limoncello,6,750,$11.25,$16.88,1,$101.28,0.75,2017,7
INV-05864600109,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1082000.0,Imported Cordials & Liqueurs,Heaven Hill Brands,64645,Domaine de Canton,6,750,$18.55,$27.83,1,$166.98,0.75,2017,7
INV-05864600110,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1032200.0,Imported Flavored Vodka,DIAGEO AMERICAS,64715,Ciroc Peach,12,1000,$22.74,$34.11,1,$409.32,1.0,2017,7
INV-05864600111,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1032200.0,Imported Flavored Vodka,DIAGEO AMERICAS,64752,Ciroc Red Berry,12,1000,$22.75,$34.13,1,$409.56,1.0,2017,7
INV-05864600112,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1082000.0,Imported Cordials & Liqueurs,Infinium Spirits,64976,Fernet Branca Liqueur,6,750,$17.24,$25.86,1,$155.16,0.75,2017,7
INV-05864600113,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1082000.0,Imported Cordials & Liqueurs,Skyy Spirits Inc,64996,Frangelico Liqueur,12,750,$14.50,$21.75,1,$261.00,0.75,2017,7
INV-05864600114,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1082000.0,Imported Cordials & Liqueurs,Mhw LTD,65017,Galliano Liqueur,24,375,$10.75,$16.13,1,$387.12,0.37,2017,7
INV-05864600115,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1082000.0,Imported Cordials & Liqueurs,Skyy Spirits Inc,65127,Grand Marnier Cordon Rouge,12,1000,$25.55,$38.33,1,$459.96,1.0,2017,7
INV-05864600116,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1082000.0,Imported Cordials & Liqueurs,"Mast-Jaegermeister US, Inc",65257,Jagermeister Liqueur,12,1000,$15.54,$23.31,4,$279.72,4.0,2017,7
INV-05864600117,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1082000.0,Imported Cordials & Liqueurs,DIAGEO AMERICAS,66636,Romana Sambuca Italian Liquore,12,750,$13.50,$20.25,1,$243.00,0.75,2017,7
INV-05864600118,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1082000.0,Imported Cordials & Liqueurs,Gemini Spirits,66936,Grangala Triple Orange Liqueur,12,750,$10.18,$15.69,3,$198.36,2.25,2017,7
INV-05864600119,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081600.0,Whiskey Liqueur,DIAGEO AMERICAS,67267,Yukon Jack Canadian Liqueur,12,1000,$11.75,$17.63,1,$211.56,1.0,2017,7
INV-05864600120,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081100.0,Coffee Liqueurs,PERNOD RICARD USA,67527,Kahlua Coffee Liqueur,12,1000,$14.99,$22.49,1,$269.88,1.0,2017,7
INV-05864600121,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081200.0,Cream Liqueurs,DIAGEO AMERICAS,68037,Bailey's Original Irish Cream,12,1000,$16.50,$24.75,2,$297.00,2.0,2017,7
INV-05864600122,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1082200.0,Imported Schnapps,SAZERAC COMPANY  INC,69657,Dr. Mcgillicuddy's Mentholmint,12,1000,$11.00,$16.50,2,$198.00,2.0,2017,7
INV-05864600123,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1082200.0,Imported Schnapps,DIAGEO AMERICAS,69947,Rumple Minze Peppermint Schnapps Liqueur,12,1000,$15.75,$23.63,5,$283.56,5.0,2017,7
INV-05864600124,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081200.0,Cream Liqueurs,Mhw LTD,73053,Rumchata,6,1000,$16.34,$24.51,1,$147.06,1.0,2017,7
INV-05864600125,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1091100.0,American Distilled Spirit Specialty,Heaven Hill Brands,73702,Evan Williams Honey,12,750,$7.94,$11.91,1,$11.91,0.75,2017,7
INV-05864600126,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011200.0,Straight Bourbon Whiskies,Heaven Hill Brands,73715,Evan Williams Cherry Reserve,12,750,$7.94,$11.91,1,$11.91,0.75,2017,7
INV-05864600127,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1091100.0,American Distilled Spirit Specialty,Heaven Hill Brands,73721,Evan Williams Fire,12,750,$7.94,$11.91,1,$142.92,0.75,2017,7
INV-05864600128,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081200.0,Cream Liqueurs,DIAGEO AMERICAS,74086,Godiva Liqueur,12,750,$17.00,$25.50,1,$306.00,0.75,2017,7
INV-05864600129,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081300.0,American Cordials & Liqueur,Prestige Wine & Spirits Group,75211,Kinky Liqueur,12,750,$10.00,$15.00,1,$180.00,0.75,2017,7
INV-05864600130,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081300.0,American Cordials & Liqueur,Prestige Wine & Spirits Group,75214,Kinky Blue,12,750,$10.00,$15.00,1,$180.00,0.75,2017,7
INV-05864600131,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081300.0,American Cordials & Liqueur,LUXCO INC,76487,Paramount Amaretto,12,1000,$4.05,$6.08,2,$72.96,2.0,2017,7
INV-05864600132,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031200.0,American Flavored Vodka,DIAGEO AMERICAS,77375,Smirnoff Sorbet Light Mango Passion Fruit,12,750,$8.25,$12.38,1,$12.38,0.75,2017,7
INV-05864600133,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1092000.0,Imported Distilled Spirits Specialty,SAZERAC COMPANY  INC,77487,Tortilla Gold Dss,12,1000,$4.51,$6.77,14,$81.24,14.0,2017,7
INV-05864600134,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031200.0,American Flavored Vodka,DIAGEO AMERICAS,77683,Smirnoff Kissed Caramel,12,750,$8.25,$12.38,1,$148.56,0.75,2017,7
INV-05864600135,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011200.0,Straight Bourbon Whiskies,Skyy Spirits Inc,77774,Wild Turkey American Honey,12,1000,$13.82,$20.73,3,$248.76,3.0,2017,7
INV-05864600136,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1031200.0,American Flavored Vodka,DIAGEO AMERICAS,77889,Smirnoff Ruby Red Grapefruit,12,750,$8.25,$12.38,1,$12.38,0.75,2017,7
INV-05864600137,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081300.0,American Cordials & Liqueur,LUXCO INC,79026,Arrow Creme De Menthe Green,12,750,$4.74,$7.11,1,$81.00,0.75,2017,7
INV-05864600138,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081200.0,Cream Liqueurs,Rumcoqui and Co,80447,Rumcoqui,6,750,$10.00,$15.00,1,$90.00,0.75,2017,7
INV-05864600139,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081400.0,American Schnapps,LUXCO INC,82127,Arrow Peach Schnapps,12,1000,$5.00,$7.50,2,$90.00,2.0,2017,7
INV-05864600140,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081400.0,American Schnapps,Jim Beam Brands,82607,Dekuyper Sour Apple,12,1000,$7.87,$11.81,1,$141.72,1.0,2017,7
INV-05864600141,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081400.0,American Schnapps,Jim Beam Brands,82627,Dekuyper Cherry Pucker,12,1000,$7.87,$11.81,1,$141.72,1.0,2017,7
INV-05864600142,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081400.0,American Schnapps,Jim Beam Brands,82637,Dekuyper Grape Pucker,12,1000,$7.87,$11.81,5,$141.72,5.0,2017,7
INV-05864600143,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081400.0,American Schnapps,Jim Beam Brands,82867,Dekuyper Watermelon Pucker,12,1000,$7.87,$11.81,4,$141.72,4.0,2017,7
INV-05864600144,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081400.0,American Schnapps,LUXCO INC,84457,Paramount Peach Schnapps,12,1000,$5.42,$8.13,1,$97.56,1.0,2017,7
INV-05864600145,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081400.0,American Schnapps,PERNOD RICARD USA,85550,Hiram Walker Orange Curacao,12,1000,$4.49,$6.74,1,$80.88,1.0,2017,7
INV-05864600146,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081500.0,Triple Sec,Jim Beam Brands,86112,Dekuyper Triple Sec,12,1000,$2.33,$3.50,2,$42.00,2.0,2017,7
INV-05864600147,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081500.0,Triple Sec,LUXCO INC,86507,Paramount Triple Sec,12,1000,$3.84,$5.76,1,$5.76,1.0,2017,7
INV-05864600148,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081500.0,Triple Sec,SAZERAC COMPANY  INC,86637,Tortilla Triple Sec,12,1000,$3.01,$4.52,1,$54.24,1.0,2017,7
INV-05864600149,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011400.0,Tennessee Whiskies,Brown Forman Corp.,86693,Jack Daniel's Tennessee Fire,12,1000,$18.89,$28.34,2,$340.08,2.0,2017,7
INV-05864600150,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1081600.0,Whiskey Liqueur,SAZERAC COMPANY  INC,86887,Southern Comfort,12,1000,$12.97,$19.46,2,$233.52,2.0,2017,7
INV-05864600151,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011700.0,Corn Whiskies,Park Street Imports,86909,Stillhouse Peach Tea Whiskey,12,750,$11.50,$17.25,5,$17.25,3.75,2017,7
INV-05864600152,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022200.0,100% Agave Tequila,BACARDI USA INC,87306,Cazadores Tequila Blanco,12,750,$14.00,$21.00,1,$21.00,0.75,2017,7
INV-05864600153,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022100.0,Mixto Tequila,PROXIMO,87409,Jose Cuervo Especial Silver,12,1000,$13.00,$19.50,1,$234.00,1.0,2017,7
INV-05864600154,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022100.0,Mixto Tequila,LUXCO INC,87937,Juarez Tequila Silver,12,1000,$6.92,$10.38,1,$124.56,1.0,2017,7
INV-05864600155,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022200.0,100% Agave Tequila,PERNOD RICARD USA,88186,Olmeca Altos Plata,6,750,$12.49,$18.74,1,$112.44,0.75,2017,7
INV-05864600156,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022200.0,100% Agave Tequila,Patron Spirits Company,88296,Patron Tequila Silver,12,750,$27.00,$40.50,5,$486.00,3.75,2017,7
INV-05864600157,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022200.0,100% Agave Tequila,Jim Beam Brands,88536,Sauza Blue Silver,12,750,$9.97,$14.96,1,$179.52,0.75,2017,7
INV-05864600158,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022200.0,100% Agave Tequila,DIAGEO AMERICAS,89154,Don Julio Reposado,6,750,$29.99,$44.99,1,$265.44,0.75,2017,7
INV-05864600159,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022200.0,100% Agave Tequila,Mhw LTD,89177,Casamigos Reposado,6,750,$27.84,$41.76,1,$41.76,0.75,2017,7
INV-05864600160,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022100.0,Mixto Tequila,PROXIMO,89197,Jose Cuervo Especial Reposado Tequila,12,1000,$13.00,$19.50,7,$234.00,7.0,2017,7
INV-05864600161,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022100.0,Mixto Tequila,PROXIMO,89198,Jose Cuervo Especial Reposado Tequila,6,1750,$21.00,$31.50,1,$189.00,1.75,2017,7
INV-05864600162,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022200.0,100% Agave Tequila,Brown Forman Corp.,89274,El Jimador Anejo Tequila,6,750,$13.85,$20.78,1,$20.78,0.75,2017,7
INV-05864600163,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022200.0,100% Agave Tequila,LUXCO INC,89445,Exotico Reposado 100% Agave Tequila,12,1000,$10.33,$15.50,1,$186.00,1.0,2017,7
INV-05864600164,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022100.0,Mixto Tequila,LUXCO INC,89447,La Prima Tequila/gold,12,1000,$6.59,$9.89,4,$118.68,4.0,2017,7
INV-05864600165,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022100.0,Mixto Tequila,SAZERAC NORTH AMERICA,89577,Montezuma Gold Tequila,12,1000,$7.02,$10.53,11,$126.36,11.0,2017,7
INV-05864600166,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022100.0,Mixto Tequila,Jim Beam Brands,89787,Sauza Gold,12,1000,$11.55,$17.33,1,$207.96,1.0,2017,7
INV-05864600167,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022200.0,100% Agave Tequila,Jim Beam Brands,89796,Sauza Conmemorativo,12,750,$14.17,$21.26,1,$255.12,0.75,2017,7
INV-05864600168,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022200.0,100% Agave Tequila,Jim Beam Brands,89837,Hornitos Gold,12,1000,$14.17,$21.26,1,$255.12,1.0,2017,7
INV-05864600169,07/03/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022200.0,100% Agave Tequila,Jim Beam Brands,89846,Tres Generaciones Anejo,6,750,$20.99,$31.49,1,$188.94,0.75,2017,7
INV-05941900001,07/06/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1022200.0,100% Agave Tequila,Brown Forman Corp.,3657,Herradura Gold Reposado 6pak,6,750,$24.49,$36.74,1,$220.44,0.75,2017,7
INV-05941900002,07/06/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012200.0,Scotch Whiskies,BACARDI USA INC,4867,Dewars White Label Scotch,12,1000,$17.50,$26.25,2,$315.00,2.0,2017,7
INV-05941900003,07/06/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012300.0,Single Malt Scotch,William Grant & Sons Inc,5006,Glenfiddich 12yr Special Reserve,12,750,$22.98,$34.47,1,$413.64,0.75,2017,7
INV-05941900004,07/06/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012300.0,Single Malt Scotch,PERNOD RICARD USA,5061,Glenlivet 15 Year French Oak,6,750,$34.98,$52.47,1,$48.72,0.75,2017,7
INV-05941900005,07/06/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012200.0,Scotch Whiskies,DIAGEO AMERICAS,5347,Johnnie Walker Red Label Scotch,12,1000,$17.10,$25.65,1,$307.80,1.0,2017,7
INV-05941900006,07/06/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012100.0,Canadian Whiskies,Jim Beam Brands,10627,Canadian Club Whisky,12,1000,$9.71,$14.57,2,$174.84,2.0,2017,7
INV-05941900007,07/06/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012100.0,Canadian Whiskies,DIAGEO AMERICAS,10792,Crown Royal Vanilla,12,1000,$18.89,$28.34,1,$338.76,1.0,2017,7
INV-05941900008,07/06/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012100.0,Canadian Whiskies,DIAGEO AMERICAS,10809,Crown Royal Regal Apple,6,1750,$31.99,$47.99,1,$287.94,1.75,2017,7
INV-05941900009,07/06/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012100.0,Canadian Whiskies,DIAGEO AMERICAS,11297,Crown Royal Canadian Whisky,12,1000,$18.89,$28.34,30,$338.76,30.0,2017,7
INV-05941900010,07/06/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012100.0,Canadian Whiskies,CONSTELLATION BRANDS INC,11777,Black Velvet,12,1000,$6.63,$9.95,6,$119.40,6.0,2017,7
INV-05941900011,07/06/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012100.0,Canadian Whiskies,SAZERAC NORTH AMERICA,12407,Canadian Ltd Whisky,12,1000,$5.50,$8.25,1,$99.00,1.0,2017,7
INV-05941900012,07/06/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012100.0,Canadian Whiskies,LUXCO INC,13037,Canadian Reserve Whisky,12,1000,$5.31,$7.97,1,$7.97,1.0,2017,7
INV-05941900013,07/06/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012100.0,Canadian Whiskies,SAZERAC COMPANY  INC,13542,Legacy Canadian Whisky,6,750,$12.00,$18.00,1,$18.00,0.75,2017,7
INV-05941900014,07/06/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012400.0,Irish Whiskies,PERNOD RICARD USA,15627,Jameson,12,1000,$18.98,$28.47,10,$341.64,10.0,2017,7
INV-05941900015,07/06/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012400.0,Irish Whiskies,PERNOD RICARD USA,15667,Jameson Black Barrel,12,750,$19.98,$29.97,1,$359.64,0.75,2017,7
INV-05941900016,07/06/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1012400.0,Irish Whiskies,PERNOD RICARD USA,15677,Powers Irish Whiskey,12,1000,$16.49,$24.74,1,$296.88,1.0,2017,7
INV-05941900017,07/06/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011200.0,Straight Bourbon Whiskies,Jim Beam Brands,16676,Basil Hayden 8YR,6,750,$21.00,$31.50,1,$189.00,0.75,2017,7
INV-05941900018,07/06/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011200.0,Straight Bourbon Whiskies,LUXCO INC,16987,Bourbon Supreme Bourbon,12,1000,$4.70,$7.05,1,$7.05,1.0,2017,7
INV-05941900019,07/06/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011200.0,Straight Bourbon Whiskies,CEDAR RIDGE VINEYARDS LL,17206,Cedar Ridge Bourbon,6,750,$18.10,$27.15,1,$162.90,0.75,2017,7
INV-05941900020,07/06/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011200.0,Straight Bourbon Whiskies,LUXCO INC,18196,Ezra Brooks 50 Mo Ky Sour Mash Bourbon,12,750,$8.00,$12.00,1,$11.25,0.75,2017,7
INV-05941900021,07/06/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011200.0,Straight Bourbon Whiskies,Jim Beam Brands,19067,Jim Beam,12,1000,$12.59,$18.89,3,$226.68,3.0,2017,7
INV-05941900022,07/06/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011200.0,Straight Bourbon Whiskies,SAZERAC NORTH AMERICA,21236,Ridgemont Reserve 1792,6,750,$16.12,$24.18,1,$24.18,0.75,2017,7
INV-05941900023,07/06/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011200.0,Straight Bourbon Whiskies,Skyy Spirits Inc,22157,Wild Turkey 101,12,1000,$16.16,$24.24,1,$290.88,1.0,2017,7
INV-05941900024,07/06/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011100.0,Blended Whiskies,LUXCO INC,24157,Hawkeye Blend Whiskey,12,1000,$4.39,$6.59,4,$79.08,4.0,2017,7
INV-05941900025,07/06/2017,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14th St,Des Moines,POLK,1011100.0,Blended Whiskies,DIAGEO AMERICAS,25607,Seagrams 7 Crown Bl Whiskey,12,1000,$8.00,$12.00,3,$144.00,3.0,2017,7
